triprequest_origin_location_lon,triprequest_origin_location_lat,triprequest_destination_location_lon,triprequest_destination_location_lat,triprequest_requesttime
-96.73150355,43.52940117,-96.69342281,43.5638436,13371
-96.73156909,43.56403357,-96.78013678,43.54394065,13374
-96.77430341,43.5729616,-96.71138171,43.54128009,13388
-96.71138171,43.54128009,-96.74716843,43.56365362,13391
-96.71138171,43.54128009,-96.69407825,43.54674361,13459
-96.75103549,43.52930613,-96.71138171,43.56232379,13599
-96.73156909,43.56403357,-96.74920028,43.50316422,13624
-96.73124137,43.51485818,-96.71125063,43.60581298,13653
-96.73124137,43.54859634,-96.7309792,43.51048509,13667
-96.71164389,43.58758553,-96.79337655,43.49070718,13755
-96.73124137,43.51485818,-96.73143801,43.54527088,13799
-96.79337655,43.49070718,-96.71138171,43.56232379,13802
-96.75090441,43.51485818,-96.73124137,43.54859634,13835
-96.71138171,43.56232379,-96.77430341,43.5729616,13857
-96.71138171,43.56232379,-96.75103549,43.52930613,13862
-96.73143801,43.54527088,-96.73150355,43.52940117,13889
-96.77430341,43.5729616,-96.74716843,43.56365362,13946
-96.77041974,43.61282792,-96.74684071,43.54413068,13992
-96.71164389,43.58758553,-96.69342281,43.5638436,14000
-96.71138171,43.54128009,-96.79337655,43.49070718,14014
-96.75090441,43.51485818,-96.73124137,43.51485818,14033
-96.74684071,43.54413068,-96.71138171,43.54674361,14071
-96.71138171,43.54128009,-96.69342281,43.5638436,14126
-96.73150355,43.52940117,-96.77430341,43.5729616,14127
-96.73150355,43.52940117,-96.77041974,43.61282792,14144
-96.71138171,43.54128009,-96.74684071,43.54413068,14154
-96.71164389,43.58758553,-96.73124137,43.54859634,14172
-96.74716843,43.56365362,-96.71125063,43.60581298,14220
-96.71164389,43.58758553,-96.71138171,43.54674361,14256
-96.7309792,43.51048509,-96.79337655,43.49070718,14261
-96.74920028,43.50316422,-96.69407825,43.54674361,14271
-96.71138171,43.54128009,-96.79337655,43.49070718,14323
-96.71138171,43.54674361,-96.73124137,43.51485818,14328
-96.73124137,43.51485818,-96.74716843,43.56365362,14335
-96.73124137,43.51485818,-96.73150355,43.52940117,14338
-96.74920028,43.50316422,-96.73156909,43.56403357,14340
-96.75090441,43.51485818,-96.74920028,43.50316422,14355
-96.71164389,43.58758553,-96.71138171,43.56232379,14364
-96.74920028,43.50316422,-96.75090441,43.51485818,14388
-96.71138171,43.54674361,-96.71138171,43.56232379,14398
-96.73156909,43.56403357,-96.71118508,43.5153335,14483
-96.71138171,43.54674361,-96.71138171,43.54128009,14498
-96.75090441,43.51485818,-96.69342281,43.5638436,14525
-96.78013678,43.54394065,-96.75103549,43.52930613,14534
-96.69342281,43.5638436,-96.71118508,43.5153335,14559
-96.77041974,43.61282792,-96.73150355,43.52940117,14620
-96.71138171,43.54128009,-96.7309792,43.51048509,14647
-96.71138171,43.56232379,-96.75090441,43.51485818,14647
-96.75103549,43.52930613,-96.71125063,43.60581298,14662
-96.71131617,43.52959125,-96.73143801,43.54527088,14710
-96.71138171,43.54128009,-96.71164389,43.58758553,14717
-96.73124137,43.51485818,-96.74920028,43.50316422,14725
-96.74920028,43.50316422,-96.73156909,43.56403357,14810
-96.73143801,43.54527088,-96.69342281,43.5638436,14817
-96.74684071,43.54413068,-96.77430341,43.5729616,14832
-96.79337655,43.49070718,-96.71138171,43.56232379,14854
-96.78013678,43.54394065,-96.74684071,43.54413068,14860
-96.69342281,43.5638436,-96.78013678,43.54394065,14864
-96.73124137,43.51485818,-96.77430341,43.5729616,14875
-96.74684071,43.54413068,-96.7309792,43.51048509,14875
-96.71138171,43.54674361,-96.74920028,43.50316422,14885
-96.73156909,43.56403357,-96.73124137,43.51485818,14889
-96.71138171,43.56232379,-96.73124137,43.51485818,14903
-96.74920028,43.50316422,-96.71118508,43.5153335,14943
-96.71164389,43.58758553,-96.74920028,43.50316422,14947
-96.73124137,43.51485818,-96.71138171,43.54128009,14966
-96.77430341,43.5729616,-96.74716843,43.56365362,14976
-96.74684071,43.54413068,-96.79337655,43.49070718,14982
-96.71138171,43.54128009,-96.7309792,43.51048509,14986
-96.71131617,43.52959125,-96.71138171,43.54128009,15005
-96.78013678,43.54394065,-96.73124137,43.54859634,15007
-96.73150355,43.52940117,-96.78013678,43.54394065,15034
-96.71164389,43.58758553,-96.74716843,43.56365362,15086
-96.73124137,43.51485818,-96.73156909,43.56403357,15091
-96.74684071,43.54413068,-96.73150355,43.52940117,15108
-96.74716843,43.56365362,-96.73124137,43.51485818,15145
-96.74684071,43.54413068,-96.73124137,43.51485818,15147
-96.77041974,43.61282792,-96.71164389,43.58758553,15166
-96.78013678,43.54394065,-96.73124137,43.54859634,15265
-96.69407825,43.54674361,-96.74684071,43.54413068,15293
-96.79337655,43.49070718,-96.73124137,43.54859634,15331
-96.71138171,43.54674361,-96.69407825,43.54674361,15336
-96.73156909,43.56403357,-96.79337655,43.49070718,15339
-96.71131617,43.52959125,-96.73124137,43.54859634,15339
-96.74684071,43.54413068,-96.71138171,43.54128009,15361
-96.73143801,43.54527088,-96.71138171,43.54674361,15375
-96.74920028,43.50316422,-96.71131617,43.52959125,15392
-96.7309792,43.51048509,-96.77430341,43.5729616,15405
-96.75090441,43.51485818,-96.71125063,43.60581298,15412
-96.71138171,43.56232379,-96.71164389,43.58758553,15447
-96.71138171,43.54128009,-96.71164389,43.58758553,15498
-96.7309792,43.51048509,-96.71131617,43.52959125,15534
-96.74716843,43.56365362,-96.74920028,43.50316422,15546
-96.71118508,43.5153335,-96.79337655,43.49070718,15566
-96.71138171,43.56232379,-96.73156909,43.56403357,15593
-96.69407825,43.54674361,-96.74684071,43.54413068,15690
-96.79337655,43.49070718,-96.75090441,43.51485818,15759
-96.71138171,43.54674361,-96.75090441,43.51485818,15772
-96.73156909,43.56403357,-96.73143801,43.54527088,15838
-96.71131617,43.52959125,-96.71138171,43.54674361,15845
-96.75090441,43.51485818,-96.75103549,43.52930613,15889
-96.69407825,43.54674361,-96.74684071,43.54413068,15901
-96.73124137,43.51485818,-96.71125063,43.60581298,16027
-96.73124137,43.51485818,-96.73124137,43.54859634,16111
-96.74920028,43.50316422,-96.71138171,43.56232379,16134
-96.71118508,43.5153335,-96.73124137,43.54859634,16136
-96.75103549,43.52930613,-96.71138171,43.56232379,16151
-96.73143801,43.54527088,-96.71118508,43.5153335,16188
-96.73150355,43.52940117,-96.73143801,43.54527088,16190
-96.71138171,43.54674361,-96.71125063,43.60581298,16200
-96.69407825,43.54674361,-96.75103549,43.52930613,16284
-96.77430341,43.5729616,-96.73150355,43.52940117,16293
-96.74684071,43.54413068,-96.71131617,43.52959125,16319
-96.69407825,43.54674361,-96.77430341,43.5729616,16352
-96.77041974,43.61282792,-96.74716843,43.56365362,16453
-96.69342281,43.5638436,-96.7309792,43.51048509,16601
-96.71138171,43.56232379,-96.69342281,43.5638436,16646
-96.7309792,43.51048509,-96.73156909,43.56403357,16715
-96.77041974,43.61282792,-96.71118508,43.5153335,16732
-96.73143801,43.54527088,-96.77041974,43.61282792,16759
-96.77041974,43.61282792,-96.77430341,43.5729616,16807
-96.74920028,43.50316422,-96.69342281,43.5638436,16867
-96.71131617,43.52959125,-96.71138171,43.54674361,16870
-96.71138171,43.54128009,-96.71164389,43.58758553,16879
-96.73124137,43.51485818,-96.75103549,43.52930613,16886
-96.73124137,43.51485818,-96.71164389,43.58758553,17001
-96.77430341,43.5729616,-96.73124137,43.54859634,17003
-96.74684071,43.54413068,-96.69407825,43.54674361,17074
-96.71138171,43.56232379,-96.74716843,43.56365362,17106
-96.69342281,43.5638436,-96.77430341,43.5729616,17244
-96.71138171,43.56232379,-96.71138171,43.54674361,17291
-96.71118508,43.5153335,-96.73156909,43.56403357,17331
-96.69407825,43.54674361,-96.73156909,43.56403357,17332
-96.71125063,43.60581298,-96.71118508,43.5153335,17354
-96.77430341,43.5729616,-96.69407825,43.54674361,17364
-96.73143801,43.54527088,-96.75103549,43.52930613,17397
-96.73124137,43.51485818,-96.73143801,43.54527088,17430
-96.73156909,43.56403357,-96.7309792,43.51048509,17463
-96.74684071,43.54413068,-96.75103549,43.52930613,17475
-96.75103549,43.52930613,-96.71118508,43.5153335,17496
-96.78013678,43.54394065,-96.73156909,43.56403357,17507
-96.74684071,43.54413068,-96.71138171,43.54128009,17545
-96.73124137,43.51485818,-96.71125063,43.60581298,17546
-96.71138171,43.54128009,-96.71164389,43.58758553,17674
-96.71131617,43.52959125,-96.79337655,43.49070718,17713
-96.73124137,43.51485818,-96.71138171,43.54128009,17772
-96.75103549,43.52930613,-96.69407825,43.54674361,17795
-96.75090441,43.51485818,-96.79337655,43.49070718,17835
-96.69407825,43.54674361,-96.75103549,43.52930613,17873
-96.74716843,43.56365362,-96.71125063,43.60581298,17876
-96.71138171,43.54128009,-96.71118508,43.5153335,17883
-96.71131617,43.52959125,-96.73124137,43.54859634,17898
-96.74716843,43.56365362,-96.69407825,43.54674361,17909
-96.71138171,43.54674361,-96.73143801,43.54527088,17910
-96.71131617,43.52959125,-96.69342281,43.5638436,17939
-96.74920028,43.50316422,-96.69407825,43.54674361,17953
-96.74684071,43.54413068,-96.71118508,43.5153335,17972
-96.74716843,43.56365362,-96.77430341,43.5729616,18026
-96.71138171,43.54674361,-96.71125063,43.60581298,18036
-96.71164389,43.58758553,-96.69342281,43.5638436,18046
-96.73150355,43.52940117,-96.73143801,43.54527088,18053
-96.74716843,43.56365362,-96.73143801,43.54527088,18055
-96.73150355,43.52940117,-96.78013678,43.54394065,18064
-96.79337655,43.49070718,-96.7309792,43.51048509,18069
-96.73150355,43.52940117,-96.71138171,43.54674361,18090
-96.73143801,43.54527088,-96.71131617,43.52959125,18090
-96.77430341,43.5729616,-96.71118508,43.5153335,18099
-96.74684071,43.54413068,-96.71138171,43.54128009,18139
-96.71131617,43.52959125,-96.74684071,43.54413068,18153
-96.78013678,43.54394065,-96.71138171,43.54674361,18178
-96.74716843,43.56365362,-96.71125063,43.60581298,18185
-96.71125063,43.60581298,-96.74920028,43.50316422,18201
-96.74920028,43.50316422,-96.73150355,43.52940117,18203
-96.71138171,43.56232379,-96.73143801,43.54527088,18259
-96.71131617,43.52959125,-96.77041974,43.61282792,18277
-96.71138171,43.54128009,-96.78013678,43.54394065,18391
-96.71131617,43.52959125,-96.75090441,43.51485818,18399
-96.74684071,43.54413068,-96.73150355,43.52940117,18402
-96.73124137,43.51485818,-96.74684071,43.54413068,18404
-96.75090441,43.51485818,-96.73124137,43.51485818,18443
-96.77041974,43.61282792,-96.73124137,43.51485818,18457
-96.74684071,43.54413068,-96.77430341,43.5729616,18462
-96.73124137,43.51485818,-96.71125063,43.60581298,18591
-96.74920028,43.50316422,-96.77041974,43.61282792,18599
-96.77430341,43.5729616,-96.73124137,43.54859634,18615
-96.73124137,43.51485818,-96.77430341,43.5729616,18618
-96.71138171,43.54128009,-96.73124137,43.51485818,18635
-96.71131617,43.52959125,-96.71138171,43.54674361,18657
-96.71118508,43.5153335,-96.75103549,43.52930613,18733
-96.74920028,43.50316422,-96.71131617,43.52959125,18741
-96.73150355,43.52940117,-96.77430341,43.5729616,18743
-96.75103549,43.52930613,-96.78013678,43.54394065,18755
-96.73150355,43.52940117,-96.73143801,43.54527088,18829
-96.71138171,43.54674361,-96.71138171,43.56232379,18847
-96.71138171,43.54674361,-96.73156909,43.56403357,18875
-96.71138171,43.54674361,-96.73156909,43.56403357,18931
-96.75090441,43.51485818,-96.77041974,43.61282792,18931
-96.73124137,43.51485818,-96.74920028,43.50316422,18946
-96.73124137,43.51485818,-96.77430341,43.5729616,18966
-96.73156909,43.56403357,-96.78013678,43.54394065,18986
-96.71164389,43.58758553,-96.79337655,43.49070718,19005
-96.77430341,43.5729616,-96.71131617,43.52959125,19033
-96.69342281,43.5638436,-96.73143801,43.54527088,19050
-96.78013678,43.54394065,-96.71164389,43.58758553,19058
-96.74920028,43.50316422,-96.77430341,43.5729616,19066
-96.71164389,43.58758553,-96.73124137,43.54859634,19076
-96.74684071,43.54413068,-96.71138171,43.54128009,19078
-96.69342281,43.5638436,-96.71138171,43.56232379,19086
-96.75090441,43.51485818,-96.77430341,43.5729616,19089
-96.75090441,43.51485818,-96.77430341,43.5729616,19089
-96.78013678,43.54394065,-96.71125063,43.60581298,19124
-96.71118508,43.5153335,-96.69407825,43.54674361,19136
-96.73150355,43.52940117,-96.71125063,43.60581298,19153
-96.73124137,43.51485818,-96.79337655,43.49070718,19217
-96.71138171,43.54128009,-96.79337655,43.49070718,19221
-96.74716843,43.56365362,-96.69407825,43.54674361,19238
-96.77041974,43.61282792,-96.75090441,43.51485818,19268
-96.71138171,43.54128009,-96.69407825,43.54674361,19289
-96.78013678,43.54394065,-96.73156909,43.56403357,19302
-96.71131617,43.52959125,-96.77430341,43.5729616,19335
-96.73156909,43.56403357,-96.73150355,43.52940117,19370
-96.78013678,43.54394065,-96.71138171,43.56232379,19393
-96.71118508,43.5153335,-96.73124137,43.51485818,19415
-96.78013678,43.54394065,-96.74684071,43.54413068,19438
-96.74920028,43.50316422,-96.77041974,43.61282792,19501
-96.77041974,43.61282792,-96.74920028,43.50316422,19525
-96.78013678,43.54394065,-96.71131617,43.52959125,19563
-96.71131617,43.52959125,-96.73124137,43.54859634,19576
-96.75103549,43.52930613,-96.73124137,43.54859634,19609
-96.73150355,43.52940117,-96.71138171,43.56232379,19635
-96.73124137,43.54859634,-96.79337655,43.49070718,19638
-96.71138171,43.54674361,-96.71118508,43.5153335,19663
-96.74684071,43.54413068,-96.74716843,43.56365362,19712
-96.69407825,43.54674361,-96.71131617,43.52959125,19770
-96.75090441,43.51485818,-96.74684071,43.54413068,19777
-96.79337655,43.49070718,-96.71118508,43.5153335,19777
-96.73124137,43.51485818,-96.71131617,43.52959125,19806
-96.75090441,43.51485818,-96.79337655,43.49070718,19812
-96.77430341,43.5729616,-96.71164389,43.58758553,19848
-96.71138171,43.54128009,-96.77430341,43.5729616,19849
-96.71138171,43.54674361,-96.71131617,43.52959125,19862
-96.73150355,43.52940117,-96.7309792,43.51048509,19901
-96.71164389,43.58758553,-96.73143801,43.54527088,19970
-96.71118508,43.5153335,-96.75103549,43.52930613,19979
-96.71118508,43.5153335,-96.71138171,43.56232379,19983
-96.71138171,43.54674361,-96.77041974,43.61282792,20011
-96.75090441,43.51485818,-96.73156909,43.56403357,20013
-96.75090441,43.51485818,-96.74716843,43.56365362,20037
-96.73124137,43.54859634,-96.75103549,43.52930613,20102
-96.77041974,43.61282792,-96.71138171,43.54674361,20160
-96.71138171,43.56232379,-96.77430341,43.5729616,20168
-96.75090441,43.51485818,-96.69342281,43.5638436,20172
-96.71138171,43.54674361,-96.71138171,43.54128009,20217
-96.71131617,43.52959125,-96.78013678,43.54394065,20230
-96.71138171,43.56232379,-96.74684071,43.54413068,20244
-96.71138171,43.54128009,-96.73124137,43.54859634,20298
-96.71138171,43.54674361,-96.77430341,43.5729616,20316
-96.71138171,43.54128009,-96.69407825,43.54674361,20334
-96.73156909,43.56403357,-96.69407825,43.54674361,20419
-96.74920028,43.50316422,-96.71138171,43.56232379,20432
-96.73124137,43.54859634,-96.73124137,43.51485818,20449
-96.69342281,43.5638436,-96.71138171,43.54674361,20485
-96.74716843,43.56365362,-96.75090441,43.51485818,20541
-96.74920028,43.50316422,-96.75090441,43.51485818,20560
-96.74920028,43.50316422,-96.71125063,43.60581298,20599
-96.78013678,43.54394065,-96.71138171,43.56232379,20613
-96.74684071,43.54413068,-96.71138171,43.54128009,20624
-96.69342281,43.5638436,-96.69407825,43.54674361,20651
-96.75090441,43.51485818,-96.71131617,43.52959125,20683
-96.79337655,43.49070718,-96.71118508,43.5153335,20780
-96.71164389,43.58758553,-96.71125063,43.60581298,20781
-96.71138171,43.54128009,-96.69342281,43.5638436,20836
-96.74716843,43.56365362,-96.77430341,43.5729616,20855
-96.77041974,43.61282792,-96.74684071,43.54413068,20869
-96.79337655,43.49070718,-96.77041974,43.61282792,20926
-96.74684071,43.54413068,-96.74716843,43.56365362,20962
-96.74920028,43.50316422,-96.77041974,43.61282792,20964
-96.73124137,43.51485818,-96.71164389,43.58758553,21005
-96.71138171,43.54128009,-96.75090441,43.51485818,21033
-96.77430341,43.5729616,-96.71138171,43.54674361,21074
-96.73150355,43.52940117,-96.77430341,43.5729616,21082
-96.79337655,43.49070718,-96.69342281,43.5638436,21088
-96.71118508,43.5153335,-96.73150355,43.52940117,21121
-96.69342281,43.5638436,-96.71138171,43.54128009,21145
-96.69342281,43.5638436,-96.71138171,43.54674361,21159
-96.79337655,43.49070718,-96.71131617,43.52959125,21182
-96.71138171,43.54128009,-96.73143801,43.54527088,21261
-96.71138171,43.54128009,-96.71138171,43.56232379,21262
-96.73124137,43.54859634,-96.75103549,43.52930613,21291
-96.71125063,43.60581298,-96.74684071,43.54413068,21419
-96.71138171,43.54674361,-96.74684071,43.54413068,21430
-96.71138171,43.54674361,-96.71138171,43.56232379,21463
-96.75103549,43.52930613,-96.73156909,43.56403357,21522
-96.78013678,43.54394065,-96.77430341,43.5729616,21548
-96.71138171,43.54674361,-96.77430341,43.5729616,21558
-96.74920028,43.50316422,-96.74684071,43.54413068,21594
-96.73124137,43.51485818,-96.7309792,43.51048509,21644
-96.77430341,43.5729616,-96.71118508,43.5153335,21703
-96.73143801,43.54527088,-96.74684071,43.54413068,21716
-96.73150355,43.52940117,-96.71164389,43.58758553,21739
-96.7309792,43.51048509,-96.77430341,43.5729616,21867
-96.75103549,43.52930613,-96.73156909,43.56403357,21889
-96.73156909,43.56403357,-96.71164389,43.58758553,21920
-96.71131617,43.52959125,-96.74716843,43.56365362,21946
-96.75090441,43.51485818,-96.78013678,43.54394065,21952
-96.77430341,43.5729616,-96.73124137,43.54859634,21986
-96.71164389,43.58758553,-96.74920028,43.50316422,22078
-96.73124137,43.51485818,-96.71125063,43.60581298,22135
-96.73156909,43.56403357,-96.74716843,43.56365362,22147
-96.69407825,43.54674361,-96.75090441,43.51485818,22173
-96.7309792,43.51048509,-96.75090441,43.51485818,22204
-96.73156909,43.56403357,-96.73150355,43.52940117,22253
-96.77041974,43.61282792,-96.73143801,43.54527088,22268
-96.79337655,43.49070718,-96.69407825,43.54674361,22281
-96.69342281,43.5638436,-96.79337655,43.49070718,22287
-96.71138171,43.54128009,-96.74684071,43.54413068,22300
-96.71138171,43.56232379,-96.71138171,43.54128009,22324
-96.75103549,43.52930613,-96.71125063,43.60581298,22333
-96.71138171,43.54674361,-96.71118508,43.5153335,22353
-96.73124137,43.54859634,-96.75103549,43.52930613,22377
-96.79337655,43.49070718,-96.74716843,43.56365362,22391
-96.71118508,43.5153335,-96.73156909,43.56403357,22409
-96.78013678,43.54394065,-96.71125063,43.60581298,22421
-96.71138171,43.56232379,-96.73124137,43.54859634,22447
-96.71164389,43.58758553,-96.73124137,43.51485818,22515
-96.73156909,43.56403357,-96.71164389,43.58758553,22552
-96.71138171,43.56232379,-96.74920028,43.50316422,22589
-96.69407825,43.54674361,-96.74920028,43.50316422,22620
-96.71138171,43.56232379,-96.73143801,43.54527088,22646
-96.7309792,43.51048509,-96.78013678,43.54394065,22696
-96.73124137,43.51485818,-96.78013678,43.54394065,22699
-96.73156909,43.56403357,-96.71118508,43.5153335,22777
-96.69407825,43.54674361,-96.78013678,43.54394065,22779
-96.79337655,43.49070718,-96.71138171,43.56232379,22783
-96.73156909,43.56403357,-96.71125063,43.60581298,22824
-96.77430341,43.5729616,-96.75103549,43.52930613,22846
-96.69342281,43.5638436,-96.71125063,43.60581298,22949
-96.71138171,43.56232379,-96.71164389,43.58758553,22961
-96.73150355,43.52940117,-96.77430341,43.5729616,23028
-96.71138171,43.56232379,-96.79337655,43.49070718,23034
-96.71125063,43.60581298,-96.75090441,43.51485818,23035
-96.79337655,43.49070718,-96.71164389,43.58758553,23052
-96.74716843,43.56365362,-96.75090441,43.51485818,23073
-96.71164389,43.58758553,-96.74920028,43.50316422,23076
-96.71138171,43.54674361,-96.75103549,43.52930613,23084
-96.73124137,43.51485818,-96.69342281,43.5638436,23089
-96.73124137,43.51485818,-96.74684071,43.54413068,23123
-96.69342281,43.5638436,-96.74684071,43.54413068,23266
-96.71164389,43.58758553,-96.71138171,43.56232379,23273
-96.73124137,43.51485818,-96.71138171,43.56232379,23303
-96.73124137,43.51485818,-96.74920028,43.50316422,23304
-96.71118508,43.5153335,-96.73150355,43.52940117,23327
-96.77041974,43.61282792,-96.73150355,43.52940117,23340
-96.77041974,43.61282792,-96.77430341,43.5729616,23376
-96.69342281,43.5638436,-96.73156909,43.56403357,23381
-96.71118508,43.5153335,-96.71138171,43.56232379,23382
-96.73124137,43.51485818,-96.71164389,43.58758553,23400
-96.78013678,43.54394065,-96.73124137,43.51485818,23403
-96.69407825,43.54674361,-96.78013678,43.54394065,23445
-96.77430341,43.5729616,-96.7309792,43.51048509,23465
-96.71138171,43.54674361,-96.69342281,43.5638436,23494
-96.77430341,43.5729616,-96.71131617,43.52959125,23508
-96.71131617,43.52959125,-96.74716843,43.56365362,23519
-96.78013678,43.54394065,-96.77041974,43.61282792,23537
-96.78013678,43.54394065,-96.74920028,43.50316422,23548
-96.77041974,43.61282792,-96.75090441,43.51485818,23610
-96.71138171,43.54128009,-96.71164389,43.58758553,23613
-96.71138171,43.54128009,-96.78013678,43.54394065,23672
-96.71118508,43.5153335,-96.74920028,43.50316422,23723
-96.74920028,43.50316422,-96.71125063,43.60581298,23725
-96.74920028,43.50316422,-96.77430341,43.5729616,23744
-96.73124137,43.51485818,-96.77041974,43.61282792,23766
-96.73156909,43.56403357,-96.78013678,43.54394065,23804
-96.79337655,43.49070718,-96.69342281,43.5638436,23830
-96.75103549,43.52930613,-96.69342281,43.5638436,23835
-96.75090441,43.51485818,-96.7309792,43.51048509,23848
-96.71138171,43.56232379,-96.71164389,43.58758553,23868
-96.78013678,43.54394065,-96.69407825,43.54674361,23915
-96.71138171,43.54674361,-96.71118508,43.5153335,23961
-96.71138171,43.54674361,-96.71118508,43.5153335,23963
-96.71118508,43.5153335,-96.75103549,43.52930613,23967
-96.71138171,43.54674361,-96.75103549,43.52930613,23976
-96.77041974,43.61282792,-96.73156909,43.56403357,23985
-96.79337655,43.49070718,-96.69342281,43.5638436,23990
-96.71125063,43.60581298,-96.73156909,43.56403357,23995
-96.74920028,43.50316422,-96.71131617,43.52959125,24037
-96.73124137,43.54859634,-96.71164389,43.58758553,24063
-96.77430341,43.5729616,-96.73124137,43.54859634,24077
-96.71138171,43.56232379,-96.75103549,43.52930613,24136
-96.73150355,43.52940117,-96.71138171,43.54128009,24155
-96.73143801,43.54527088,-96.71138171,43.56232379,24156
-96.75090441,43.51485818,-96.73124137,43.54859634,24204
-96.71131617,43.52959125,-96.73143801,43.54527088,24204
-96.71138171,43.54674361,-96.7309792,43.51048509,24208
-96.7309792,43.51048509,-96.77041974,43.61282792,24230
-96.73150355,43.52940117,-96.78013678,43.54394065,24243
-96.69407825,43.54674361,-96.71164389,43.58758553,24253
-96.71131617,43.52959125,-96.77041974,43.61282792,24260
-96.73124137,43.51485818,-96.71138171,43.54128009,24307
-96.73156909,43.56403357,-96.71164389,43.58758553,24392
-96.73143801,43.54527088,-96.71125063,43.60581298,24396
-96.7309792,43.51048509,-96.78013678,43.54394065,24428
-96.71118508,43.5153335,-96.78013678,43.54394065,24432
-96.77430341,43.5729616,-96.71138171,43.54674361,24563
-96.73124137,43.51485818,-96.74920028,43.50316422,24568
-96.75090441,43.51485818,-96.77430341,43.5729616,24569
-96.7309792,43.51048509,-96.73124137,43.54859634,24625
-96.73124137,43.51485818,-96.73124137,43.54859634,24655
-96.71164389,43.58758553,-96.71138171,43.56232379,24705
-96.71131617,43.52959125,-96.7309792,43.51048509,24716
-96.74716843,43.56365362,-96.69342281,43.5638436,24754
-96.71118508,43.5153335,-96.7309792,43.51048509,24754
-96.71131617,43.52959125,-96.73150355,43.52940117,24780
-96.73156909,43.56403357,-96.71138171,43.54674361,24790
-96.77430341,43.5729616,-96.79337655,43.49070718,24814
-96.77041974,43.61282792,-96.77430341,43.5729616,24841
-96.74716843,43.56365362,-96.71125063,43.60581298,24858
-96.73156909,43.56403357,-96.79337655,43.49070718,24869
-96.75090441,43.51485818,-96.74920028,43.50316422,24897
-96.71138171,43.56232379,-96.69407825,43.54674361,24997
-96.74716843,43.56365362,-96.71164389,43.58758553,25055
-96.71138171,43.56232379,-96.73124137,43.51485818,25067
-96.71138171,43.54128009,-96.69407825,43.54674361,25069
-96.7309792,43.51048509,-96.71138171,43.54128009,25073
-96.73150355,43.52940117,-96.73156909,43.56403357,25078
-96.69342281,43.5638436,-96.77041974,43.61282792,25126
-96.78013678,43.54394065,-96.74716843,43.56365362,25128
-96.73124137,43.51485818,-96.71164389,43.58758553,25190
-96.74684071,43.54413068,-96.71138171,43.56232379,25274
-96.75090441,43.51485818,-96.78013678,43.54394065,25284
-96.73143801,43.54527088,-96.74684071,43.54413068,25320
-96.75090441,43.51485818,-96.69407825,43.54674361,25359
-96.71138171,43.56232379,-96.71164389,43.58758553,25428
-96.73124137,43.51485818,-96.78013678,43.54394065,25432
-96.7309792,43.51048509,-96.77041974,43.61282792,25483
-96.71164389,43.58758553,-96.73150355,43.52940117,25510
-96.69407825,43.54674361,-96.79337655,43.49070718,25626
-96.71164389,43.58758553,-96.75103549,43.52930613,25665
-96.71138171,43.54128009,-96.71138171,43.54674361,25673
-96.77041974,43.61282792,-96.71138171,43.54128009,25707
-96.74716843,43.56365362,-96.71125063,43.60581298,25724
-96.75090441,43.51485818,-96.78013678,43.54394065,25743
-96.74920028,43.50316422,-96.75090441,43.51485818,25779
-96.77041974,43.61282792,-96.71118508,43.5153335,25798
-96.78013678,43.54394065,-96.75103549,43.52930613,25811
-96.78013678,43.54394065,-96.74920028,43.50316422,25817
-96.74920028,43.50316422,-96.71138171,43.54128009,25818
-96.74684071,43.54413068,-96.74920028,43.50316422,25825
-96.74920028,43.50316422,-96.69407825,43.54674361,25949
-96.71138171,43.54128009,-96.75103549,43.52930613,25962
-96.74920028,43.50316422,-96.71125063,43.60581298,25967
-96.74920028,43.50316422,-96.77041974,43.61282792,25998
-96.71138171,43.54674361,-96.74920028,43.50316422,26030
-96.71138171,43.54674361,-96.75090441,43.51485818,26055
-96.73143801,43.54527088,-96.71118508,43.5153335,26066
-96.69342281,43.5638436,-96.73143801,43.54527088,26092
-96.78013678,43.54394065,-96.71138171,43.54674361,26146
-96.74716843,43.56365362,-96.71164389,43.58758553,26169
-96.71138171,43.54128009,-96.74684071,43.54413068,26195
-96.78013678,43.54394065,-96.74716843,43.56365362,26209
-96.71138171,43.54128009,-96.75090441,43.51485818,26232
-96.74920028,43.50316422,-96.73124137,43.51485818,26236
-96.71131617,43.52959125,-96.77041974,43.61282792,26246
-96.73124137,43.51485818,-96.79337655,43.49070718,26274
-96.74920028,43.50316422,-96.73143801,43.54527088,26316
-96.77041974,43.61282792,-96.78013678,43.54394065,26388
-96.74684071,43.54413068,-96.69407825,43.54674361,26433
-96.73156909,43.56403357,-96.69342281,43.5638436,26454
-96.71118508,43.5153335,-96.71131617,43.52959125,26463
-96.71138171,43.54674361,-96.75103549,43.52930613,26478
-96.79337655,43.49070718,-96.71131617,43.52959125,26492
-96.71138171,43.54674361,-96.73150355,43.52940117,26542
-96.79337655,43.49070718,-96.75103549,43.52930613,26552
-96.73156909,43.56403357,-96.77041974,43.61282792,26580
-96.69342281,43.5638436,-96.74716843,43.56365362,26648
-96.73156909,43.56403357,-96.78013678,43.54394065,26654
-96.71138171,43.54674361,-96.78013678,43.54394065,26672
-96.71131617,43.52959125,-96.73150355,43.52940117,26674
-96.73124137,43.51485818,-96.75103549,43.52930613,26699
-96.77041974,43.61282792,-96.75103549,43.52930613,26705
